n	features	TSS	database	col1	col2
1	TSS coverage	chr15:60396985:60398986:-:ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2;NM_001002857.2,NM_001002858.3,NM_001136015.3,NM_004039.3,XM_017022092.2,XM_047432401.1,XM_047432402.1,XM_047432403.1,XM_047432404.1,XM_047432405.1,XM_047432406.1,XM_047432407.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr15:60396985:60398986:-:ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2,ANXA2;NM_001002857.2,NM_001002858.3,NM_001136015.3,NM_004039.3,XM_017022092.2,XM_047432401.1,XM_047432402.1,XM_047432403.1,XM_047432404.1,XM_047432405.1,XM_047432406.1,XM_047432407.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr5:95942048:95944049:-:ELL2;XM_017009240.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr5:95942048:95944049:-:ELL2;XM_017009240.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr5:95942048:95944049:-:ELL2;XM_017009240.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr19:49035894:49037895:-:CGB1,CGB1;NM_001382421.1,NM_033377.2;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr19:49035894:49037895:-:CGB1,CGB1;NM_001382421.1,NM_033377.2;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr19:49035894:49037895:-:CGB1,CGB1;NM_001382421.1,NM_033377.2;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:3674325:3676326:+:TP73;XM_047429521.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:3674325:3676326:+:TP73;XM_047429521.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:3674325:3676326:+:TP73;XM_047429521.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:165139997:165141998:-:SCN3A;XM_011511613.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr5:95942040:95944041:-:ELL2;XM_047416959.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr5:95942040:95944041:-:ELL2;XM_047416959.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr5:95942040:95944041:-:ELL2;XM_047416959.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr19:42916893:42918894:-:PSG6,PSG6;NM_001031850.4,NM_002782.5;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr19:42916893:42918894:-:PSG6,PSG6;NM_001031850.4,NM_002782.5;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr19:42916893:42918894:-:PSG6,PSG6;NM_001031850.4,NM_002782.5;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr22:37109535:37111536:-:TMPRSS6;XM_024452167.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:37109535:37111536:-:TMPRSS6;XM_024452167.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:37109535:37111536:-:TMPRSS6;XM_024452167.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr5:95942023:95944024:-:ELL2;XM_047416960.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr5:95942023:95944024:-:ELL2;XM_047416960.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr5:95942023:95944024:-:ELL2;XM_047416960.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr7:80637641:80639642:+:CD36,CD36;NM_001001548.3,NM_001371079.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr7:80637641:80639642:+:CD36,CD36;NM_001001548.3,NM_001371079.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr7:80637641:80639642:+:CD36,CD36;NM_001001548.3,NM_001371079.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr12:21394504:21396505:-:SLCO1A2,SLCO1A2;NM_001386937.1,NM_134431.5;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:21394504:21396505:-:SLCO1A2,SLCO1A2;NM_001386937.1,NM_134431.5;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr12:21394504:21396505:-:SLCO1A2,SLCO1A2;NM_001386937.1,NM_134431.5;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:84144275:84146276:+:PRKACB;XM_047424681.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:84144275:84146276:+:PRKACB;XM_047424681.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:84144275:84146276:+:PRKACB;XM_047424681.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr7:80625175:80627176:+:CD36;XM_047421047.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr7:80625175:80627176:+:CD36;XM_047421047.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr7:80625175:80627176:+:CD36;XM_047421047.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr7:151275733:151277734:-:SMARCD3;NM_001003802.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr7:151275733:151277734:-:SMARCD3;NM_001003802.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr7:151275733:151277734:-:SMARCD3;NM_001003802.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr4:73435220:73437221:+:AFP,AFP;NM_001134.3,NM_001354717.2;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr4:73435220:73437221:+:AFP,AFP;NM_001134.3,NM_001354717.2;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr4:73435220:73437221:+:AFP,AFP;NM_001134.3,NM_001354717.2;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr2:186630092:186632093:+:ITGAV;XM_047444225.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr2:186630092:186632093:+:ITGAV;XM_047444225.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr2:186630092:186632093:+:ITGAV;XM_047444225.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr12:19235891:19237892:+:PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5;NM_001385942.1,NM_001385945.1,NM_001385950.1,NM_001385951.1,NM_001385954.1,NM_001385955.1,NM_001385956.1,NM_001385957.1,NM_001385958.1,NM_001385959.1,NM_001385960.1,NM_001385961.1,NM_001385962.1,NM_001385963.1,NM_001385964.1,NM_001385965.1,NM_001385966.1,NM_001385967.1,NM_001385969.1,NM_001385970.1,NM_001385971.1,NM_001385972.1,NM_001385973.1,XM_047429029.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr12:19235891:19237892:+:PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5;NM_001385942.1,NM_001385945.1,NM_001385950.1,NM_001385951.1,NM_001385954.1,NM_001385955.1,NM_001385956.1,NM_001385957.1,NM_001385958.1,NM_001385959.1,NM_001385960.1,NM_001385961.1,NM_001385962.1,NM_001385963.1,NM_001385964.1,NM_001385965.1,NM_001385966.1,NM_001385967.1,NM_001385969.1,NM_001385970.1,NM_001385971.1,NM_001385972.1,NM_001385973.1,XM_047429029.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:19235891:19237892:+:PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5;NM_001385942.1,NM_001385945.1,NM_001385950.1,NM_001385951.1,NM_001385954.1,NM_001385955.1,NM_001385956.1,NM_001385957.1,NM_001385958.1,NM_001385959.1,NM_001385960.1,NM_001385961.1,NM_001385962.1,NM_001385963.1,NM_001385964.1,NM_001385965.1,NM_001385966.1,NM_001385967.1,NM_001385969.1,NM_001385970.1,NM_001385971.1,NM_001385972.1,NM_001385973.1,XM_047429029.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr5:115992769:115994770:+:LVRN;XM_047416919.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr5:115992769:115994770:+:LVRN;XM_047416919.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr5:115992769:115994770:+:LVRN;XM_047416919.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr18:59219157:59221158:+:GRP,GRP,GRP,GRP,GRP;NM_001012512.3,NM_001012513.3,NM_002091.5,XM_017025712.2,XM_017025713.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr18:59219157:59221158:+:GRP,GRP,GRP,GRP,GRP;NM_001012512.3,NM_001012513.3,NM_002091.5,XM_017025712.2,XM_017025713.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr18:59219157:59221158:+:GRP,GRP,GRP,GRP,GRP;NM_001012512.3,NM_001012513.3,NM_002091.5,XM_017025712.2,XM_017025713.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr9:101382872:101384873:-:BAAT;NM_001374715.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr9:101382872:101384873:-:BAAT;NM_001374715.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr9:101382872:101384873:-:BAAT;NM_001374715.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr7:138459940:138461941:+:TRIM24;XM_024446981.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:14384280:14386281:+:ATF7IP,ATF7IP,ATF7IP,ATF7IP,ATF7IP;NM_001388179.1,NM_181352.2,XM_011520756.4,XM_047429149.1,XM_047429150.1;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:14384280:14386281:+:ATF7IP,ATF7IP,ATF7IP,ATF7IP,ATF7IP;NM_001388179.1,NM_181352.2,XM_011520756.4,XM_047429149.1,XM_047429150.1;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:14384280:14386281:+:ATF7IP,ATF7IP,ATF7IP,ATF7IP,ATF7IP;NM_001388179.1,NM_181352.2,XM_011520756.4,XM_047429149.1,XM_047429150.1;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr3:149220828:149222829:-:CP,CP,CP,CP,CP,CP,CP;NM_000096.4,XM_006713499.4,XM_006713500.5,XM_006713501.4,XM_011512435.3,XM_017005734.3,XM_017005735.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr3:149220828:149222829:-:CP,CP,CP,CP,CP,CP,CP;NM_000096.4,XM_006713499.4,XM_006713500.5,XM_006713501.4,XM_011512435.3,XM_017005734.3,XM_017005735.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr3:149220828:149222829:-:CP,CP,CP,CP,CP,CP,CP;NM_000096.4,XM_006713499.4,XM_006713500.5,XM_006713501.4,XM_011512435.3,XM_017005734.3,XM_017005735.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr4:157083605:157085606:+:GLRB;XM_017008034.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr4:157083605:157085606:+:GLRB;XM_017008034.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr4:157083605:157085606:+:GLRB;XM_017008034.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr16:67999618:68001619:-:DPEP2,DPEP2,DPEP2,DPEP2,DPEP2;XM_011523273.4,XM_011523274.4,XM_017023547.2,XM_024450373.2,XM_024450376.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr16:67999618:68001619:-:DPEP2,DPEP2,DPEP2,DPEP2,DPEP2;XM_011523273.4,XM_011523274.4,XM_017023547.2,XM_024450373.2,XM_024450376.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr16:67999618:68001619:-:DPEP2,DPEP2,DPEP2,DPEP2,DPEP2;XM_011523273.4,XM_011523274.4,XM_017023547.2,XM_024450373.2,XM_024450376.2;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:186827948:186829949:+:PLA2G4A,PLA2G4A,PLA2G4A,PLA2G4A;NM_001311193.2,NM_024420.3,XM_011509642.3,XM_047422599.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:186827948:186829949:+:PLA2G4A,PLA2G4A,PLA2G4A,PLA2G4A;NM_001311193.2,NM_024420.3,XM_011509642.3,XM_047422599.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr1:186827948:186829949:+:PLA2G4A,PLA2G4A,PLA2G4A,PLA2G4A;NM_001311193.2,NM_024420.3,XM_011509642.3,XM_047422599.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr19:42878712:42880713:-:PSG1,PSG1,PSG1,PSG1,PSG1,PSG1,PSG1;NM_001184825.2,NM_001184826.2,NM_001297773.2,NM_001330524.2,NM_006905.3,XM_005259065.4,XM_011527125.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr19:42878712:42880713:-:PSG1,PSG1,PSG1,PSG1,PSG1,PSG1,PSG1;NM_001184825.2,NM_001184826.2,NM_001297773.2,NM_001330524.2,NM_006905.3,XM_005259065.4,XM_011527125.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr19:42878712:42880713:-:PSG1,PSG1,PSG1,PSG1,PSG1,PSG1,PSG1;NM_001184825.2,NM_001184826.2,NM_001297773.2,NM_001330524.2,NM_006905.3,XM_005259065.4,XM_011527125.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr20:58388228:58390229:+:VAPB,VAPB;NM_001195677.2,NM_004738.5;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:16979619:16981620:-:MFAP2,MFAP2;NM_001135248.2,NM_002403.4;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:16979619:16981620:-:MFAP2,MFAP2;NM_001135248.2,NM_002403.4;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:16979619:16981620:-:MFAP2,MFAP2;NM_001135248.2,NM_002403.4;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr9:125796394:125798395:+:PBX3;XM_047423442.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr9:125796394:125798395:+:PBX3;XM_047423442.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr9:125796394:125798395:+:PBX3;XM_047423442.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr3:48222494:48224495:+:CAMP;NM_004345.5;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr3:48222494:48224495:+:CAMP;NM_004345.5;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr3:48222494:48224495:+:CAMP;NM_004345.5;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:14415846:14417847:+:ATF7IP;NM_001388182.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:14415846:14417847:+:ATF7IP;NM_001388182.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:14415846:14417847:+:ATF7IP;NM_001388182.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr3:142431748:142433749:-:XRN1;XM_047448358.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr3:142431748:142433749:-:XRN1;XM_047448358.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr3:142431748:142433749:-:XRN1;XM_047448358.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr16:13927543:13929544:+:ERCC4;XM_047433774.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr16:13927543:13929544:+:ERCC4;XM_047433774.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr16:13927543:13929544:+:ERCC4;XM_047433774.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr17:79043192:79045193:+:C1QTNF1;XM_017024126.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr17:79043192:79045193:+:C1QTNF1;XM_017024126.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr17:79043192:79045193:+:C1QTNF1;XM_017024126.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr10:5093413:5095414:+:AKR1C3,AKR1C3;NM_001253909.2,NM_003739.6;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:148734859:148736860:+:EPC2;XM_011510943.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr2:148734859:148736860:+:EPC2;XM_011510943.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:148734859:148736860:+:EPC2;XM_011510943.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr10:63268242:63270243:-:JMJD1C,JMJD1C,JMJD1C;NM_001282948.2,NM_001318153.2,NM_001322254.2;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr10:63268242:63270243:-:JMJD1C,JMJD1C,JMJD1C;NM_001282948.2,NM_001318153.2,NM_001322254.2;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr10:63268242:63270243:-:JMJD1C,JMJD1C,JMJD1C;NM_001282948.2,NM_001318153.2,NM_001322254.2;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr12:2793969:2795970:+:FKBP4;NM_002014.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:2793969:2795970:+:FKBP4;NM_002014.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr12:2793969:2795970:+:FKBP4;NM_002014.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr5:88823343:88825344:-:MEF2C,MEF2C,MEF2C,MEF2C,MEF2C,MEF2C;NM_001363581.2,XM_024446056.2,XM_024446059.2,XM_047417184.1,XM_047417198.1,XM_047417200.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr5:88823343:88825344:-:MEF2C,MEF2C,MEF2C,MEF2C,MEF2C,MEF2C;NM_001363581.2,XM_024446056.2,XM_024446059.2,XM_047417184.1,XM_047417198.1,XM_047417200.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr5:88823343:88825344:-:MEF2C,MEF2C,MEF2C,MEF2C,MEF2C,MEF2C;NM_001363581.2,XM_024446056.2,XM_024446059.2,XM_047417184.1,XM_047417198.1,XM_047417200.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr14:95132502:95134503:-:DICER1;NM_001195573.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr14:95132502:95134503:-:DICER1;NM_001195573.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr14:95132502:95134503:-:DICER1;NM_001195573.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr14:58243842:58245843:+:PSMA3,PSMA3;NM_002788.4,NM_152132.3;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr9:112331892:112333893:-:PTBP3;XM_047424270.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr9:112331892:112333893:-:PTBP3;XM_047424270.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr9:112331892:112333893:-:PTBP3;XM_047424270.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:174699538:174701539:+:RABGAP1L,RABGAP1L,RABGAP1L;NM_001366450.1,NM_001366451.1,XM_047436057.1;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:174699538:174701539:+:RABGAP1L,RABGAP1L,RABGAP1L;NM_001366450.1,NM_001366451.1,XM_047436057.1;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:174699538:174701539:+:RABGAP1L,RABGAP1L,RABGAP1L;NM_001366450.1,NM_001366451.1,XM_047436057.1;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr4:40585862:40587863:-:RBM47,RBM47,RBM47;XM_017008304.3,XM_047415809.1,XM_047415821.1;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr4:40585862:40587863:-:RBM47,RBM47,RBM47;XM_017008304.3,XM_047415809.1,XM_047415821.1;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr4:40585862:40587863:-:RBM47,RBM47,RBM47;XM_017008304.3,XM_047415809.1,XM_047415821.1;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
