n	features	TSS	database	col1	col2
1	TSS coverage	chr2:201259535:201261536:+:CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8,CASP8;NM_001372051.1,NM_001400653.1,NM_001400659.1,NM_001400664.1,NM_001400666.1,NM_001400667.1,NM_001400670.1,NM_001400671.1,NM_001400672.1,NM_001400673.1,NM_001400674.1,NM_001400675.1,NM_001400676.1,NM_033356.4,XM_047445960.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr16:1971052:1973053:+:TBL3;NM_006453.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr16:1971052:1973053:+:TBL3;NM_006453.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:1971052:1973053:+:TBL3;NM_006453.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:35448041:35450042:+:FFAR2,FFAR2;XM_047438699.1,XM_047438700.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:35448041:35450042:+:FFAR2,FFAR2;XM_047438699.1,XM_047438700.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:35448041:35450042:+:FFAR2,FFAR2;XM_047438699.1,XM_047438700.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr16:76308851:76310852:+:CNTNAP4,CNTNAP4;NM_138994.5,XM_011523403.3;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr16:76308851:76310852:+:CNTNAP4,CNTNAP4;NM_138994.5,XM_011523403.3;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:76308851:76310852:+:CNTNAP4,CNTNAP4;NM_138994.5,XM_011523403.3;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:56141392:56143393:+:ZNF444,ZNF444;XM_024451576.1,XM_047439044.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:56141392:56143393:+:ZNF444,ZNF444;XM_024451576.1,XM_047439044.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr19:56141392:56143393:+:ZNF444,ZNF444;XM_024451576.1,XM_047439044.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:693990:695991:-:DEAF1;XM_047426250.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:693990:695991:-:DEAF1;XM_047426250.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:693990:695991:-:DEAF1;XM_047426250.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:12095313:12097314:+:TNFRSF8;XM_011542443.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:12095313:12097314:+:TNFRSF8;XM_011542443.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:12095313:12097314:+:TNFRSF8;XM_011542443.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:110870209:110872210:+:CD53,CD53,CD53,CD53;NM_001040033.2,XM_047435013.1,XM_047435014.1,XM_047435015.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:110870209:110872210:+:CD53,CD53,CD53,CD53;NM_001040033.2,XM_047435013.1,XM_047435014.1,XM_047435015.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:110870209:110872210:+:CD53,CD53,CD53,CD53;NM_001040033.2,XM_047435013.1,XM_047435014.1,XM_047435015.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:8309240:8311241:+:ARHGEF15,ARHGEF15,ARHGEF15,ARHGEF15;NM_173728.4,XM_011523734.3,XM_011523736.3,XM_047435631.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr17:8309240:8311241:+:ARHGEF15,ARHGEF15,ARHGEF15,ARHGEF15;NM_173728.4,XM_011523734.3,XM_011523736.3,XM_047435631.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:8309240:8311241:+:ARHGEF15,ARHGEF15,ARHGEF15,ARHGEF15;NM_173728.4,XM_011523734.3,XM_011523736.3,XM_047435631.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:7629134:7631135:+:SHBG,SHBG,SHBG,SHBG,SHBG;NM_001040.5,NM_001146279.3,NM_001146280.3,NM_001146281.3,NM_001289116.2;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr17:7629134:7631135:+:SHBG,SHBG,SHBG,SHBG,SHBG;NM_001040.5,NM_001146279.3,NM_001146280.3,NM_001146281.3,NM_001289116.2;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr17:7629134:7631135:+:SHBG,SHBG,SHBG,SHBG,SHBG;NM_001040.5,NM_001146279.3,NM_001146280.3,NM_001146281.3,NM_001289116.2;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:26168461:26170462:+:SEZ6L,SEZ6L,SEZ6L,SEZ6L,SEZ6L,SEZ6L;NM_001184773.2,NM_001184774.2,NM_001184775.2,NM_001184776.2,NM_001184777.2,NM_021115.5;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr22:26168461:26170462:+:SEZ6L,SEZ6L,SEZ6L,SEZ6L,SEZ6L,SEZ6L;NM_001184773.2,NM_001184774.2,NM_001184775.2,NM_001184776.2,NM_001184777.2,NM_021115.5;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr22:26168461:26170462:+:SEZ6L,SEZ6L,SEZ6L,SEZ6L,SEZ6L,SEZ6L;NM_001184773.2,NM_001184774.2,NM_001184775.2,NM_001184776.2,NM_001184777.2,NM_021115.5;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr16:233820:235821:+:FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A;NM_001284497.2,NM_032039.4,XM_005255622.2,XM_005255623.4,XM_006720957.2,XM_011522691.2,XM_017023761.2,XM_017023764.2,XM_017023765.3,XM_047434742.1,XM_047434743.1,XM_047434744.1,XM_047434745.1,XM_047434746.1,XM_047434747.1,XM_047434748.1,XM_047434749.1,XM_047434750.1,XM_047434751.1,XM_047434752.1,XM_047434753.1,XM_047434755.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr16:233820:235821:+:FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A;NM_001284497.2,NM_032039.4,XM_005255622.2,XM_005255623.4,XM_006720957.2,XM_011522691.2,XM_017023761.2,XM_017023764.2,XM_017023765.3,XM_047434742.1,XM_047434743.1,XM_047434744.1,XM_047434745.1,XM_047434746.1,XM_047434747.1,XM_047434748.1,XM_047434749.1,XM_047434750.1,XM_047434751.1,XM_047434752.1,XM_047434753.1,XM_047434755.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr16:233820:235821:+:FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A,FAM234A;NM_001284497.2,NM_032039.4,XM_005255622.2,XM_005255623.4,XM_006720957.2,XM_011522691.2,XM_017023761.2,XM_017023764.2,XM_017023765.3,XM_047434742.1,XM_047434743.1,XM_047434744.1,XM_047434745.1,XM_047434746.1,XM_047434747.1,XM_047434748.1,XM_047434749.1,XM_047434750.1,XM_047434751.1,XM_047434752.1,XM_047434753.1,XM_047434755.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr4:40204712:40206713:+:RHOH;XM_017008189.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr4:40204712:40206713:+:RHOH;XM_017008189.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr4:40204712:40206713:+:RHOH;XM_017008189.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:45714277:45716278:-:FBXO46;NM_001329632.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr19:45714277:45716278:-:FBXO46;NM_001329632.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:45714277:45716278:-:FBXO46;NM_001329632.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:12715766:12717767:+:PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1;NM_001242648.4,NM_001322308.3,NM_001374581.2,NM_001374582.1,NM_030948.6,XM_005248934.4,XM_017010459.3,XM_047418372.1,XM_047418373.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:12715766:12717767:+:PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1;NM_001242648.4,NM_001322308.3,NM_001374581.2,NM_001374582.1,NM_030948.6,XM_005248934.4,XM_017010459.3,XM_047418372.1,XM_047418373.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:12715766:12717767:+:PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1,PHACTR1;NM_001242648.4,NM_001322308.3,NM_001374581.2,NM_001374582.1,NM_030948.6,XM_005248934.4,XM_017010459.3,XM_047418372.1,XM_047418373.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr13:36998366:37000367:-:ALG5;NM_001142364.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:36998366:37000367:-:ALG5;NM_001142364.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr13:36998366:37000367:-:ALG5;NM_001142364.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:692774:694775:-:DEAF1;XM_047426251.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:692774:694775:-:DEAF1;XM_047426251.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:692774:694775:-:DEAF1;XM_047426251.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr16:67361261:67363262:+:LRRC36;XM_047434330.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr16:67361261:67363262:+:LRRC36;XM_047434330.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:67361261:67363262:+:LRRC36;XM_047434330.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:57546191:57548192:-:DCTN2,DCTN2,DCTN2,DCTN2,DCTN2,DCTN2,DCTN2;NM_001261412.2,NM_001261413.2,NM_001348066.2,NM_001348067.2,NM_001348068.2,NM_006400.5,XM_047428084.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:57546191:57548192:-:DCTN2,DCTN2,DCTN2,DCTN2,DCTN2,DCTN2,DCTN2;NM_001261412.2,NM_001261413.2,NM_001348066.2,NM_001348067.2,NM_001348068.2,NM_006400.5,XM_047428084.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:57546191:57548192:-:DCTN2,DCTN2,DCTN2,DCTN2,DCTN2,DCTN2,DCTN2;NM_001261412.2,NM_001261413.2,NM_001348066.2,NM_001348067.2,NM_001348068.2,NM_006400.5,XM_047428084.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:105608979:105610980:+:GRIA4;XM_047426831.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:105608979:105610980:+:GRIA4;XM_047426831.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:105608979:105610980:+:GRIA4;XM_047426831.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr5:137866859:137868860:+:MYOT,MYOT,MYOT;NM_001135940.2,NM_001300911.2,NM_006790.3;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr5:137866859:137868860:+:MYOT,MYOT,MYOT;NM_001135940.2,NM_001300911.2,NM_006790.3;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr5:137866859:137868860:+:MYOT,MYOT,MYOT;NM_001135940.2,NM_001300911.2,NM_006790.3;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr14:75980994:75982995:-:TGFB3,TGFB3;NM_001329938.2,NM_003239.5;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr14:75980994:75982995:-:TGFB3,TGFB3;NM_001329938.2,NM_003239.5;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr14:75980994:75982995:-:TGFB3,TGFB3;NM_001329938.2,NM_003239.5;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:122244164:122246165:+:CASR;XM_017007324.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:122244164:122246165:+:CASR;XM_017007324.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr3:122244164:122246165:+:CASR;XM_017007324.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:122621699:122623700:+:PKIB;XM_011535932.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:122621699:122623700:+:PKIB;XM_011535932.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:122621699:122623700:+:PKIB;XM_011535932.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr22:21951847:21953848:-:PPM1F,PPM1F;NM_014634.4,XM_011530556.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr22:21951847:21953848:-:PPM1F,PPM1F;NM_014634.4,XM_011530556.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr22:21951847:21953848:-:PPM1F,PPM1F;NM_014634.4,XM_011530556.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr17:29389362:29391363:+:TAOK1;NM_020791.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:29389362:29391363:+:TAOK1;NM_020791.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr17:29389362:29391363:+:TAOK1;NM_020791.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:206769772:206771773:+:IL19,IL19;NM_001393490.1,NM_153758.5;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:206769772:206771773:+:IL19,IL19;NM_001393490.1,NM_153758.5;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:206769772:206771773:+:IL19,IL19;NM_001393490.1,NM_153758.5;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:390751:392752:+:IRF4,IRF4,IRF4,IRF4;NM_001195286.2,NM_002460.4,XM_006715090.3,XM_047418730.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:390751:392752:+:IRF4,IRF4,IRF4,IRF4;NM_001195286.2,NM_002460.4,XM_006715090.3,XM_047418730.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:390751:392752:+:IRF4,IRF4,IRF4,IRF4;NM_001195286.2,NM_002460.4,XM_006715090.3,XM_047418730.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:228415860:228417861:-:TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17;NM_001024940.3,NM_001134855.2,NM_016102.4,XM_006711779.4,XM_011544209.4,XM_011544210.4,XM_011544211.4,XM_017001419.2,XM_047422078.1,XM_047422088.1,XM_047422091.1,XM_047422098.1,XM_047422103.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:228415860:228417861:-:TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17;NM_001024940.3,NM_001134855.2,NM_016102.4,XM_006711779.4,XM_011544209.4,XM_011544210.4,XM_011544211.4,XM_017001419.2,XM_047422078.1,XM_047422088.1,XM_047422091.1,XM_047422098.1,XM_047422103.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:228415860:228417861:-:TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17,TRIM17;NM_001024940.3,NM_001134855.2,NM_016102.4,XM_006711779.4,XM_011544209.4,XM_011544210.4,XM_011544211.4,XM_017001419.2,XM_047422078.1,XM_047422088.1,XM_047422091.1,XM_047422098.1,XM_047422103.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr5:142620333:142622334:-:FGF1,FGF1;NM_001144892.3,NM_001257212.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr5:142620333:142622334:-:FGF1,FGF1;NM_001144892.3,NM_001257212.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr5:142620333:142622334:-:FGF1,FGF1;NM_001144892.3,NM_001257212.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr3:119659882:119661883:-:POPDC2;XM_047448704.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr3:119659882:119661883:-:POPDC2;XM_047448704.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:119659882:119661883:-:POPDC2;XM_047448704.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:46369141:46371142:+:CCR5,CCR5;NM_000579.4,NM_001100168.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr3:46369141:46371142:+:CCR5,CCR5;NM_000579.4,NM_001100168.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr3:46369141:46371142:+:CCR5,CCR5;NM_000579.4,NM_001100168.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:2144386:2146387:+:PRKCZ;XM_017001797.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:2144386:2146387:+:PRKCZ;XM_017001797.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:2144386:2146387:+:PRKCZ;XM_017001797.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr15:32100302:32102303:+:CHRNA7,CHRNA7;XM_047432126.1,XM_047432127.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr15:32100302:32102303:+:CHRNA7,CHRNA7;XM_047432126.1,XM_047432127.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr15:32100302:32102303:+:CHRNA7,CHRNA7;XM_047432126.1,XM_047432127.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr15:50323197:50325198:-:GABPB1;XM_047432336.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr15:50323197:50325198:-:GABPB1;XM_047432336.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr15:50323197:50325198:-:GABPB1;XM_047432336.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:43113321:43115322:+:HECW1;XM_047420064.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:43113321:43115322:+:HECW1;XM_047420064.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:43113321:43115322:+:HECW1;XM_047420064.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr10:125137395:125139396:-:CTBP2,CTBP2;XM_047424673.1,XM_047424676.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:125137395:125139396:-:CTBP2,CTBP2;XM_047424673.1,XM_047424676.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr10:125137395:125139396:-:CTBP2,CTBP2;XM_047424673.1,XM_047424676.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:223142247:223144248:-:TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5;NM_003268.6,XM_005273241.5,XM_005273242.5,XM_005273243.5,XM_006711504.4,XM_006711505.4,XM_006711506.4,XM_011509937.3,XM_017002208.2,XM_047429361.1,XM_047429367.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:223142247:223144248:-:TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5;NM_003268.6,XM_005273241.5,XM_005273242.5,XM_005273243.5,XM_006711504.4,XM_006711505.4,XM_006711506.4,XM_011509937.3,XM_017002208.2,XM_047429361.1,XM_047429367.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:223142247:223144248:-:TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5,TLR5;NM_003268.6,XM_005273241.5,XM_005273242.5,XM_005273243.5,XM_006711504.4,XM_006711505.4,XM_006711506.4,XM_011509937.3,XM_017002208.2,XM_047429361.1,XM_047429367.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr20:58308714:58310715:+:RAB22A;NM_020673.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr20:58308714:58310715:+:RAB22A;NM_020673.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr20:58308714:58310715:+:RAB22A;NM_020673.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr8:107496917:107498918:-:ANGPT1,ANGPT1,ANGPT1;NM_001146.5,NM_001199859.3,XM_047421699.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr8:107496917:107498918:-:ANGPT1,ANGPT1,ANGPT1;NM_001146.5,NM_001199859.3,XM_047421699.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr8:107496917:107498918:-:ANGPT1,ANGPT1,ANGPT1;NM_001146.5,NM_001199859.3,XM_047421699.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:246175550:246177551:-:SMYD3;XM_011544261.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:246175550:246177551:-:SMYD3;XM_011544261.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:246175550:246177551:-:SMYD3;XM_011544261.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr2:32356215:32358216:+:BIRC6;NM_001378125.1;mRNA:gini	cPE	"#996666"	"#003262"
