n	features	TSS	database	col1	col2
1	Gini	chr13:36886038:36888039:-:SMAD9;XM_047430359.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:36886038:36888039:-:SMAD9;XM_047430359.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:36886038:36888039:-:SMAD9;XM_047430359.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:73745995:73747996:+:SEC24C;XM_047426035.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:73745995:73747996:+:SEC24C;XM_047426035.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:73745995:73747996:+:SEC24C;XM_047426035.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr13:101347068:101349069:-:NALCN;XM_017020536.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr13:101347068:101349069:-:NALCN;XM_017020536.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:101347068:101349069:-:NALCN;XM_017020536.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:93078282:93080283:+:MTF2,MTF2,MTF2,MTF2;NM_001164391.2,NM_001164392.2,NM_001164393.2,NM_007358.4;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:93078282:93080283:+:MTF2,MTF2,MTF2,MTF2;NM_001164391.2,NM_001164392.2,NM_001164393.2,NM_007358.4;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:93078282:93080283:+:MTF2,MTF2,MTF2,MTF2;NM_001164391.2,NM_001164392.2,NM_001164393.2,NM_007358.4;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:156152584:156154585:+:SEMA4A,SEMA4A,SEMA4A,SEMA4A;NM_001193302.2,NM_022367.4,XM_011509874.3,XM_011509875.4;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:156152584:156154585:+:SEMA4A,SEMA4A,SEMA4A,SEMA4A;NM_001193302.2,NM_022367.4,XM_011509874.3,XM_011509875.4;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:156152584:156154585:+:SEMA4A,SEMA4A,SEMA4A,SEMA4A;NM_001193302.2,NM_022367.4,XM_011509874.3,XM_011509875.4;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:11494139:11496140:-:USP6NL;XM_047426038.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr10:11494139:11496140:-:USP6NL;XM_047426038.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr10:11494139:11496140:-:USP6NL;XM_047426038.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr14:81220389:81222390:-:GTF2A1;NM_201595.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr14:81220389:81222390:-:GTF2A1;NM_201595.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr14:81220389:81222390:-:GTF2A1;NM_201595.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr13:36886040:36888041:-:SMAD9;XM_047430364.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:36886040:36888041:-:SMAD9;XM_047430364.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:36886040:36888041:-:SMAD9;XM_047430364.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr21:34523636:34525637:-:RCAN1;NM_001285393.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr21:34523636:34525637:-:RCAN1;NM_001285393.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr21:34523636:34525637:-:RCAN1;NM_001285393.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:91500111:91502112:+:CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134420.2,XM_024450090.2,XM_047431359.1,XM_047431364.1,XM_047431365.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:91500111:91502112:+:CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134420.2,XM_024450090.2,XM_047431359.1,XM_047431364.1,XM_047431365.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:91500111:91502112:+:CDC7,CDC7,CDC7,CDC7,CDC7;NM_001134420.2,XM_024450090.2,XM_047431359.1,XM_047431364.1,XM_047431365.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:73743371:73745372:+:SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C;NM_004922.4,NM_198597.3,XM_011540380.4,XM_011540381.4,XM_047426031.1,XM_047426032.1,XM_047426033.1,XM_047426034.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:73743371:73745372:+:SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C;NM_004922.4,NM_198597.3,XM_011540380.4,XM_011540381.4,XM_047426031.1,XM_047426032.1,XM_047426033.1,XM_047426034.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:73743371:73745372:+:SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C,SEC24C;NM_004922.4,NM_198597.3,XM_011540380.4,XM_011540381.4,XM_047426031.1,XM_047426032.1,XM_047426033.1,XM_047426034.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:87209765:87211766:+:ZNF292;XM_017010580.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:87209765:87211766:+:ZNF292;XM_017010580.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:87209765:87211766:+:ZNF292;XM_017010580.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr18:3448706:3450707:+:TGIF1,TGIF1,TGIF1;NM_001278684.2,NM_173208.3,NM_173209.3;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr18:3448706:3450707:+:TGIF1,TGIF1,TGIF1;NM_001278684.2,NM_173208.3,NM_173209.3;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr18:3448706:3450707:+:TGIF1,TGIF1,TGIF1;NM_001278684.2,NM_173208.3,NM_173209.3;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr20:63864269:63866270:+:TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2;NM_001243891.2,NM_001243892.2,NM_001243894.2,NM_001243895.2,NM_003288.4,NM_199359.3,NM_199360.3,NM_199361.3,NM_199362.3,NM_199363.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr20:63864269:63866270:+:TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2;NM_001243891.2,NM_001243892.2,NM_001243894.2,NM_001243895.2,NM_003288.4,NM_199359.3,NM_199360.3,NM_199361.3,NM_199362.3,NM_199363.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr20:63864269:63866270:+:TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2,TPD52L2;NM_001243891.2,NM_001243892.2,NM_001243894.2,NM_001243895.2,NM_003288.4,NM_199359.3,NM_199360.3,NM_199361.3,NM_199362.3,NM_199363.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:186374252:186376253:-:TPR;NM_003292.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:186374252:186376253:-:TPR;NM_003292.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:186374252:186376253:-:TPR;NM_003292.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr14:53953487:53955488:-:BMP4;NM_130851.4;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr14:53953487:53955488:-:BMP4;NM_130851.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr14:53953487:53955488:-:BMP4;NM_130851.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr16:86547555:86549556:-:MTHFSD,MTHFSD;XM_047434503.1,XM_047434507.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr16:86547555:86549556:-:MTHFSD,MTHFSD;XM_047434503.1,XM_047434507.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:86547555:86549556:-:MTHFSD,MTHFSD;XM_047434503.1,XM_047434507.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr17:83080921:83082922:+:METRNL;XM_047435818.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr17:83080921:83082922:+:METRNL;XM_047435818.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:83080921:83082922:+:METRNL;XM_047435818.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr13:36886042:36888043:-:SMAD9;XM_047430355.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:36886042:36888043:-:SMAD9;XM_047430355.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:36886042:36888043:-:SMAD9;XM_047430355.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr16:2929791:2931792:+:FLYWCH1;XM_047434788.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr16:2929791:2931792:+:FLYWCH1;XM_047434788.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:2929791:2931792:+:FLYWCH1;XM_047434788.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:134317111:134319112:-:SGK1;NM_001143676.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:134317111:134319112:-:SGK1;NM_001143676.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:134317111:134319112:-:SGK1;NM_001143676.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr8:105317437:105319438:+:ZFPM2,ZFPM2;NM_001362836.2,NM_012082.4;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr8:105317437:105319438:+:ZFPM2,ZFPM2;NM_001362836.2,NM_012082.4;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr8:105317437:105319438:+:ZFPM2,ZFPM2;NM_001362836.2,NM_012082.4;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:117304051:117306052:-:NOS1;NM_001204213.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:117304051:117306052:-:NOS1;NM_001204213.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:117304051:117306052:-:NOS1;NM_001204213.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr5:179268465:179270466:-:ADAMTS2;XM_047417896.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr5:179268465:179270466:-:ADAMTS2;XM_047417896.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr5:179268465:179270466:-:ADAMTS2;XM_047417896.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:108559099:108561100:+:FAM102B;NM_001010883.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:108559099:108561100:+:FAM102B;NM_001010883.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:108559099:108561100:+:FAM102B;NM_001010883.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:73771275:73773276:+:FUT11,FUT11,FUT11,FUT11,FUT11;NM_001284194.2,NM_173540.3,XM_006717656.5,XM_047424688.1,XM_047424689.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr10:73771275:73773276:+:FUT11,FUT11,FUT11,FUT11,FUT11;NM_001284194.2,NM_173540.3,XM_006717656.5,XM_047424688.1,XM_047424689.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr10:73771275:73773276:+:FUT11,FUT11,FUT11,FUT11,FUT11;NM_001284194.2,NM_173540.3,XM_006717656.5,XM_047424688.1,XM_047424689.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr13:48232205:48234206:+:ITM2B;NM_021999.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:48232205:48234206:+:ITM2B;NM_021999.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:48232205:48234206:+:ITM2B;NM_021999.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:41185249:41187250:-:SCMH1,SCMH1,SCMH1,SCMH1;XM_047449567.1,XM_047449577.1,XM_047449578.1,XM_047449588.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:41185249:41187250:-:SCMH1,SCMH1,SCMH1,SCMH1;XM_047449567.1,XM_047449577.1,XM_047449578.1,XM_047449588.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:41185249:41187250:-:SCMH1,SCMH1,SCMH1,SCMH1;XM_047449567.1,XM_047449577.1,XM_047449578.1,XM_047449588.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:39439676:39441677:-:MED1;XM_047436314.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:39439676:39441677:-:MED1;XM_047436314.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:39439676:39441677:-:MED1;XM_047436314.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:107562919:107564920:-:COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5;NM_001161520.2,NM_001379511.1,NM_001379512.1,NM_001379513.1,NM_001379514.1,NM_001379515.1,NM_001379516.1,NM_006348.5,NM_181733.4,XM_024446634.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:107562919:107564920:-:COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5;NM_001161520.2,NM_001379511.1,NM_001379512.1,NM_001379513.1,NM_001379514.1,NM_001379515.1,NM_001379516.1,NM_006348.5,NM_181733.4,XM_024446634.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:107562919:107564920:-:COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5,COG5;NM_001161520.2,NM_001379511.1,NM_001379512.1,NM_001379513.1,NM_001379514.1,NM_001379515.1,NM_001379516.1,NM_006348.5,NM_181733.4,XM_024446634.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr19:48899311:48901312:+:NUCB1,NUCB1;NM_006184.6,XM_017026845.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr19:48899311:48901312:+:NUCB1,NUCB1;NM_006184.6,XM_017026845.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:48899311:48901312:+:NUCB1,NUCB1;NM_006184.6,XM_017026845.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:6771707:6773708:+:VAV1,VAV1,VAV1,VAV1;NM_001258206.2,NM_001258207.2,NM_005428.4,XM_005259642.2;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:6771707:6773708:+:VAV1,VAV1,VAV1,VAV1;NM_001258206.2,NM_001258207.2,NM_005428.4,XM_005259642.2;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:6771707:6773708:+:VAV1,VAV1,VAV1,VAV1;NM_001258206.2,NM_001258207.2,NM_005428.4,XM_005259642.2;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:151345855:151347856:-:RFX5,RFX5,RFX5,RFX5;NM_001379412.1,NM_001379414.1,NM_001379416.1,NM_001379420.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:151345855:151347856:-:RFX5,RFX5,RFX5,RFX5;NM_001379412.1,NM_001379414.1,NM_001379416.1,NM_001379420.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:151345855:151347856:-:RFX5,RFX5,RFX5,RFX5;NM_001379412.1,NM_001379414.1,NM_001379416.1,NM_001379420.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:57487067:57489068:+:MARS1,MARS1;NM_004990.4,XM_047428852.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:57487067:57489068:+:MARS1,MARS1;NM_004990.4,XM_047428852.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:57487067:57489068:+:MARS1,MARS1;NM_004990.4,XM_047428852.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr9:37119471:37121472:+:ZCCHC7,ZCCHC7;XM_011518050.3,XM_017015199.3;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr9:37119471:37121472:+:ZCCHC7,ZCCHC7;XM_011518050.3,XM_017015199.3;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:37119471:37121472:+:ZCCHC7,ZCCHC7;XM_011518050.3,XM_017015199.3;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:86642908:86644909:+:GRM3,GRM3,GRM3,GRM3;NM_000840.3,NM_001363522.2,XM_017012073.3,XM_047420268.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:86642908:86644909:+:GRM3,GRM3,GRM3,GRM3;NM_000840.3,NM_001363522.2,XM_017012073.3,XM_047420268.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:86642908:86644909:+:GRM3,GRM3,GRM3,GRM3;NM_000840.3,NM_001363522.2,XM_017012073.3,XM_047420268.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:70753758:70755759:-:PTPRR,PTPRR,PTPRR;NM_001207016.1,XM_047429234.1,XM_047429235.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:70753758:70755759:-:PTPRR,PTPRR,PTPRR;NM_001207016.1,XM_047429234.1,XM_047429235.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:70753758:70755759:-:PTPRR,PTPRR,PTPRR;NM_001207016.1,XM_047429234.1,XM_047429235.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr8:22564728:22566729:+:SORBS3;NM_001018003.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr8:22564728:22566729:+:SORBS3;NM_001018003.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr8:22564728:22566729:+:SORBS3;NM_001018003.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr13:101303155:101305156:-:NALCN;XM_017020537.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr13:101303155:101305156:-:NALCN;XM_017020537.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:101303155:101305156:-:NALCN;XM_017020537.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:42832396:42834397:+:PSME3,PSME3,PSME3,PSME3,PSME3;NM_001267045.2,NM_001330229.2,NM_005789.4,NM_176863.3,XM_047435096.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr17:42832396:42834397:+:PSME3,PSME3,PSME3,PSME3,PSME3;NM_001267045.2,NM_001330229.2,NM_005789.4,NM_176863.3,XM_047435096.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:42832396:42834397:+:PSME3,PSME3,PSME3,PSME3,PSME3;NM_001267045.2,NM_001330229.2,NM_005789.4,NM_176863.3,XM_047435096.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr18:55400687:55402688:-:TCF4;NM_001330605.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr18:55400687:55402688:-:TCF4;NM_001330605.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr18:55400687:55402688:-:TCF4;NM_001330605.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr1:110390025:110392026:-:SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4,SLC16A4;NM_001201546.2,NM_001201547.2,NM_001201548.2,NM_001201549.2,NM_001319220.2,NM_004696.3,XM_005271317.6,XM_006711033.4,XM_047433967.1,XM_047433980.1,XM_047433986.1,XM_047433990.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:95696633:95698634:+:ENTPD1,ENTPD1,ENTPD1;XM_011540371.3,XM_047426025.1,XM_047426026.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:95696633:95698634:+:ENTPD1,ENTPD1,ENTPD1;XM_011540371.3,XM_047426025.1,XM_047426026.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:95696633:95698634:+:ENTPD1,ENTPD1,ENTPD1;XM_011540371.3,XM_047426025.1,XM_047426026.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr16:53441676:53443677:+:RBL2;XM_047434414.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr16:53441676:53443677:+:RBL2;XM_047434414.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr16:53441676:53443677:+:RBL2;XM_047434414.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:57596957:57598958:+:PIP4K2C;XM_047429552.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:57596957:57598958:+:PIP4K2C;XM_047429552.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:57596957:57598958:+:PIP4K2C;XM_047429552.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:91817354:91819355:-:ROR2;XM_006717121.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:91817354:91819355:-:ROR2;XM_006717121.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:91817354:91819355:-:ROR2;XM_006717121.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:70660840:70662841:-:SHANK2;NM_133266.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:70660840:70662841:-:SHANK2;NM_133266.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:70660840:70662841:-:SHANK2;NM_133266.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:6374159:6376160:+:LTBR;NM_001270987.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:6374159:6376160:+:LTBR;NM_001270987.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:6374159:6376160:+:LTBR;NM_001270987.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:23179728:23181729:-:RSPH14;XM_017028774.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:23179728:23181729:-:RSPH14;XM_017028774.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:23179728:23181729:-:RSPH14;XM_017028774.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:32934557:32936558:-:ITGB1;NM_033668.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr10:32934557:32936558:-:ITGB1;NM_033668.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:32934557:32936558:-:ITGB1;NM_033668.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:148311952:148313953:+:MBD5;XM_047445081.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:148311952:148313953:+:MBD5;XM_047445081.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:148311952:148313953:+:MBD5;XM_047445081.1;mRNA:gini	GeneCards	"#996666"	"orange"
